Sales,Profit,Shipping Cost,Category,Ship Mode,City-States,Order Priority
726.78,319.74,15.87,3,4,2463,2
145.356,-58.164,10.8,3,4,2084,2
218.034,-189.006,27.32,3,2,2303,2
145.356,-58.164,18.79,3,4,2848,4
363.39,159.87,134.59,3,1,985,3
365.91,18.27,35.32,3,4,1796,1
146.364,-201.276,9.77,3,4,2084,1
1463.64,73.08,95.52,3,4,1360,1
1463.64,73.08,91.83,3,4,1396,1
289.92,69.54,56.99,3,3,86,3
69.144,-95.076,4.76,3,4,2609,1
170.34,10.2,19.23,3,4,86,1
170.34,10.2,13.44,3,4,79,1
143.79,4.29,10.71,3,4,885,1
287.58,8.58,28.14,3,3,1302,3
57.516,-81.984,3.36,3,4,458,1
143.79,4.29,0.67,3,3,1105,1
115.032,-163.968,11.75,3,4,458,1
287.58,8.58,19.63,3,2,456,1
98.016,-137.244,32.45,3,3,2434,3
122.52,4.89,25.2,3,2,176,2
245.04,9.78,14.64,3,4,5,1
245.04,9.78,14.26,3,2,933,1
220.536,-485.244,9.52,3,4,2622,1
246.12,93.48,18.15,3,2,331,1
49.224,-27.096,3.84,3,4,458,1
122.04,28.05,7.35,3,4,176,1
73.224,-114.756,7.53,3,4,181,2
244.08,56.1,11.93,3,4,3120,2
490.32,181.32,138.96,3,1,352,2
735.48,271.98,72.34,3,3,1386,2
125.1,60.03,12.92,3,2,1886,1
50.04,-15.03,6.81,3,4,2665,4
251.16,32.64,41.85,3,1,2221,3
508.38,172.8,61.84,2,4,305,1
428.34,137.04,42.63,2,4,2204,1
537.6,91.38,19.93,2,4,2815,1
855.15,384.81,325.04,2,3,59,3
465.0,79.05,34.29,2,2,86,1
465.0,79.05,43.72,2,4,2183,1
1715.16,377.28,165.38,2,4,573,1
425.91,106.47,42.85,2,2,2201,2
425.91,106.47,47.99,2,4,1227,1
249.57,4.98,15.98,2,4,743,2
74.871,-169.719,23.82,2,3,1822,3
101.388,-149.562,7.57,2,2,458,1
899.16,395.58,93.05,2,4,1010,1
504.0,115.92,54.36,2,3,1966,2
1718.1,68.7,196.23,2,4,630,2
525.72,94.56,36.19,4,4,937,1
338.88,47.4,14.89,4,4,1733,1
135.552,-155.928,26.42,4,3,2609,2
33.888,-38.982,3.08,4,4,2095,1
53.91,11.85,3.06,4,4,13,1
107.82,23.7,12.4,4,4,917,2
138.132,-257.868,6.55,4,4,1069,1
58.59,9.36,2.93,4,2,175,1
117.18,18.72,0.94,4,3,176,2
455.52,59.19,57.0,4,4,1919,4
455.52,59.19,42.22,4,4,933,1
455.52,59.19,55.4,4,4,937,2
911.04,118.38,118.16,4,1,1118,2
657.84,184.08,117.08,4,3,86,1
803.52,313.2,52.52,4,4,1991,1
47.88,-84.6,8.6,4,4,3260,2
79.8,13.56,28.04,4,1,528,2
63.84,-68.64,8.04,4,4,458,4
51.6,-61.92,4.32,4,4,1830,4
51.6,-61.92,5.31,4,4,2523,1
232.2,-448.92,19.17,4,2,2838,1
100.17,-207.03,26.36,4,3,2564,1
1001.7,80.1,122.18,4,4,753,2
333.9,26.7,19.34,4,4,739,1
166.71,63.33,29.14,4,4,213,4
66.684,-36.696,7.5,4,2,3325,1
166.71,63.33,20.77,4,4,2077,2
666.84,253.32,81.26,4,4,1534,2
84.48,4.2,6.29,4,4,1882,1
25.344,-54.936,0.66,4,4,2347,1
168.96,8.4,6.74,4,4,3368,1
25.344,-54.936,1.71,4,4,1822,1
337.92,16.8,49.16,4,2,1299,1
48.609,-108.561,3.66,4,4,787,1
48.21,11.55,3.89,4,4,223,4
48.21,11.55,2.13,4,4,3578,1
96.42,23.1,10.01,4,4,3201,4
192.84,46.2,20.1,4,4,933,1
338.04,101.34,23.79,4,4,1299,1
56.34,16.89,3.61,4,4,409,1
45.072,-33.828,1.54,4,3,1496,2
56.34,16.89,5.32,4,4,483,1
23.532,-12.948,2.37,4,3,689,1
58.83,22.35,14.78,4,3,3004,2
235.32,89.4,5.97,4,3,3408,1
235.32,89.4,18.52,4,2,156,1
534.72,58.8,41.78,4,4,2224,1
240.624,-473.256,24.0,4,2,864,1
43.53,19.14,3.2,4,4,460,1
174.12,76.56,35.15,4,2,877,2
920.4,322.14,38.29,4,4,380,1
460.2,161.07,54.37,4,4,1965,2
457.95,146.52,73.37,4,4,500,4
457.95,146.52,47.51,4,2,872,2
193.8,48.36,18.57,4,4,196,1
48.45,12.09,3.9,4,1,743,2
48.45,12.09,5.26,4,2,462,1
48.45,12.09,2.21,4,4,898,1
48.45,12.09,4.54,4,2,1054,2
143.16,5.7,16.37,4,4,1991,4
57.264,-80.196,5.69,4,4,1908,1
858.96,34.2,112.45,4,2,1161,1
115.86,16.2,6.22,4,4,2324,1
143.4,51.6,7.44,4,2,268,1
86.04,-97.56,8.56,4,2,787,1
143.4,51.6,12.08,4,1,2328,2
176.43,17.64,12.7,4,4,3093,1
705.72,70.56,69.85,4,2,1410,1
352.86,35.28,14.73,4,4,1709,1
705.72,70.56,52.67,4,2,59,2
988.008,-1235.05,107.91,4,4,1200,4
211.716,-423.444,21.97,4,2,2736,2
352.86,35.28,47.39,4,2,566,1
63.39,17.73,3.94,4,4,175,1
63.39,17.73,11.95,4,4,674,2
695.76,34.68,66.95,4,2,451,1
347.88,17.34,30.97,4,4,890,2
173.94,8.67,45.92,4,3,528,2
1391.52,69.36,344.5,4,2,244,3
347.88,17.34,19.42,4,4,5,1
173.94,8.67,14.51,4,4,1783,1
346.14,17.28,44.98,4,2,1181,2
115.38,5.76,22.33,4,1,500,1
65.82,26.31,4.53,4,4,937,1
131.64,52.62,18.34,4,4,86,4
65.82,26.31,12.23,4,3,438,2
39.492,-39.528,2.5,4,4,787,1
36.684,-44.046,0.26,4,3,458,1
91.71,10.98,6.15,4,4,739,1
91.71,10.98,8.84,4,4,3249,1
934.86,65.4,39.13,4,4,1323,1
467.43,32.7,42.15,4,4,2060,1
140.91,57.75,20.93,4,3,305,1
281.82,115.5,28.27,4,4,753,2
212.04,86.88,45.88,4,3,1283,3
53.01,21.72,7.09,4,2,176,2
53.01,21.72,16.28,4,3,1098,3
53.01,21.72,5.23,4,2,2583,2
892.8,0.0,49.42,4,4,175,1
357.12,0.0,26.43,4,4,566,1
469.92,51.69,48.37,4,4,664,4
281.952,-554.508,25.69,4,4,1658,1
1503.74,-1842.1,126.17,4,4,1048,2
187.92,67.62,12.37,4,4,1668,1
75.168,-45.132,5.95,4,2,3386,1
28.188,-31.962,1.58,4,4,1822,1
187.92,67.62,30.28,4,4,911,2
16.632,-27.738,1.78,4,4,3495,2
110.88,22.14,12.51,4,2,1545,1
41.544,-69.246,6.11,4,4,787,2
221.568,-221.592,11.14,4,4,2414,1
138.48,27.69,10.45,4,4,528,4
276.96,55.38,24.75,4,4,1181,1
553.92,110.76,130.25,4,1,86,2
110.784,-110.796,8.4,4,4,1830,1
408.42,179.64,18.88,4,2,361,1
136.14,59.88,16.11,4,2,463,2
469.68,183.15,28.58,4,4,2008,1
375.744,-197.316,32.19,4,4,2443,2
939.36,366.3,128.95,4,2,175,2
1878.72,732.6,149.76,4,4,882,1
171.51,58.29,25.33,4,1,2511,2
171.51,58.29,14.34,4,4,2205,2
137.208,-89.232,7.96,4,4,458,1
308.718,-370.602,55.42,4,3,787,1
140.952,-105.768,6.07,4,2,1496,1
140.952,-105.768,26.9,4,4,2415,2
52.857,-70.503,12.06,4,1,2622,2
100.32,49.14,8.24,1,4,168,1
45.216,-17.064,9.92,1,3,3206,1
18.84,8.46,0.93,1,4,528,1
18.84,8.46,0.99,1,4,1751,1
175.44,12.24,14.92,1,4,1322,2
43.86,3.06,10.16,1,2,2887,3
43.86,3.06,3.5,1,4,1439,2
13.158,-27.642,2.46,1,3,3610,1
97.56,48.78,6.9,1,4,320,1
48.78,24.39,5.06,1,4,176,2
390.24,195.12,46.45,1,1,75,2
51.75,1.02,3.9,1,4,1902,1
51.75,1.02,6.02,1,4,2577,4
20.7,-30.03,3.1,1,4,1088,4
51.75,1.02,3.33,1,3,62,2
20.148,-14.622,1.58,1,2,1908,1
100.74,31.2,4.91,1,4,1369,1
201.48,62.4,25.53,1,4,936,1
50.37,15.6,2.01,1,4,2391,2
94.38,33.96,8.48,1,4,463,1
48.78,2.43,5.75,1,4,176,2
97.56,4.86,30.71,1,2,1098,3
34.92,16.74,1.19,1,4,528,1
69.84,33.48,4.5,1,4,460,1
34.92,16.74,3.3,1,4,237,1
15.87,6.33,2.98,1,4,268,2
95.22,37.98,1.91,1,3,674,1
4.761,-4.779,0.35,1,4,2114,1
31.74,12.66,10.7,1,1,3174,2
31.74,12.66,5.36,1,3,2941,1
15.87,6.33,3.76,1,2,86,3
217.02,80.28,12.95,1,4,573,1
1519.14,561.96,129.28,1,4,213,1
43.404,-24.966,4.56,1,4,2084,1
217.02,80.28,12.83,1,4,3087,1
108.51,40.14,14.21,1,2,451,1
25.2,7.8,2.34,1,4,3578,1
100.8,31.2,8.43,1,4,315,1
50.4,15.6,15.75,1,1,175,3
201.6,62.4,4.56,1,4,753,1
50.4,15.6,5.34,1,2,999,1
50.4,15.6,7.36,1,3,1891,1
40.83,5.28,5.01,1,4,456,4
40.83,5.28,3.48,1,3,86,2
81.66,10.56,6.41,1,2,5,1
40.83,5.28,1.33,1,4,213,1
163.32,21.12,30.46,1,3,2066,1
163.32,21.12,16.16,1,2,2058,2
163.32,21.12,9.91,1,4,898,1
163.32,21.12,21.73,1,4,2742,2
51.81,18.63,7.54,1,4,2335,2
51.81,18.63,6.83,1,4,566,4
15.543,-17.637,1.71,1,4,3230,2
207.24,74.52,36.06,1,2,933,2
207.24,74.52,13.72,1,4,1317,2
855.36,213.84,53.35,1,4,196,1
106.92,26.73,13.55,1,4,826,2
106.92,26.73,16.77,1,4,456,2
213.84,53.46,18.22,1,4,1991,1
6.651,-15.519,0.68,1,2,787,2
22.17,0.0,0.97,1,4,1843,1
22.17,0.0,0.7,1,4,438,1
84.84,12.72,6.7,1,2,743,2
84.84,12.72,16.27,1,4,2947,4
37.8,6.0,11.75,1,3,5,3
18.9,3.0,1.09,1,4,722,1
37.8,6.0,6.59,1,2,285,2
75.6,12.0,9.64,1,3,1087,2
175.92,-215.52,33.5,1,2,2415,2
879.6,96.72,47.45,1,2,2044,2
109.95,12.09,7.09,1,4,19,1
175.92,-215.52,25.37,1,4,458,4
879.6,96.72,101.23,1,4,1288,2
109.95,12.09,6.1,1,4,162,1
109.95,12.09,9.25,1,2,1653,1
109.95,12.09,6.94,1,4,1767,1
95.04,30.36,9.26,1,4,872,1
190.08,60.72,14.35,1,1,516,2
20.088,-22.122,2.63,1,4,458,2
50.22,8.01,8.7,1,2,1794,2
200.88,32.04,8.34,1,2,505,1
43.8,13.56,9.81,1,2,353,2
43.8,13.56,3.4,1,4,1322,1
25.14,9.03,2.05,1,4,1445,2
201.12,72.24,24.97,1,2,196,2
782.28,391.14,172.29,3,3,743,1
156.456,-39.114,10.03,3,2,2897,1
391.14,195.57,77.99,3,2,1227,2
312.912,-78.228,67.11,3,2,458,2
391.14,195.57,27.9,3,4,2567,1
391.14,195.57,47.66,3,3,253,1
1564.56,782.28,127.29,3,4,500,1
391.14,195.57,48.29,3,4,2078,4
311.4,-31.14,31.12,3,4,2478,1
881.34,334.86,56.62,3,4,1369,1
440.67,167.43,29.44,3,4,985,2
352.536,-193.944,21.27,3,4,2768,1
1762.68,669.72,162.31,3,4,354,1
467.1,-825.3,13.21,3,2,864,1
389.25,66.15,55.87,3,2,664,2
1557.0,264.6,93.6,3,4,664,1
116.775,-206.325,5.84,3,4,2404,1
389.25,66.15,1.52,3,4,176,1
114.78,5.7,8.67,4,2,2049,1
229.56,11.4,31.14,4,4,2476,2
389.79,11.67,25.8,3,4,2493,1
155.916,-222.204,14.47,3,4,210,1
779.58,23.34,27.09,3,4,2094,1
116.937,-261.183,16.58,3,3,864,1
116.937,-261.183,21.02,3,2,2775,3
340.38,54.42,9.23,3,4,5,1
170.19,27.21,11.26,3,4,2186,1
170.19,27.21,25.36,3,4,1316,4
51.93,9.33,7.08,4,4,1882,2
51.93,9.33,6.2,4,4,3395,1
124.62,27.36,7.12,4,4,559,1
62.31,13.68,4.56,4,4,1264,1
49.848,-47.412,7.95,4,2,2196,1
62.31,13.68,3.22,4,4,176,1
62.31,13.68,5.55,4,2,2178,1
178.776,-345.744,13.43,3,4,1081,2
148.98,17.85,41.65,3,2,336,3
398.52,47.82,41.78,3,2,2223,1
67.32,-42.09,5.91,3,4,458,1
673.2,235.56,35.88,3,4,2357,2
168.3,58.89,9.85,3,4,872,1
198.09,29.7,12.63,3,4,2222,1
198.09,29.7,0.96,3,2,176,1
792.36,118.8,118.62,3,4,75,4
170.43,81.78,32.46,4,3,1641,3
68.172,-20.478,9.01,4,1,2313,2
681.72,327.12,201.54,4,3,75,3
340.86,163.56,30.61,4,4,630,1
59.376,-65.334,5.71,3,4,458,2
237.504,-261.336,17.92,3,4,458,1
89.064,-160.356,2.3,3,4,1658,1
603.24,205.08,27.03,3,4,474,1
459.0,215.73,71.17,4,4,528,2
459.0,215.73,25.81,4,4,500,1
459.0,215.73,50.0,4,4,280,4
826.2,-633.42,68.53,4,4,864,1
62.07,23.58,3.56,4,4,3436,2
24.828,-13.662,2.53,4,4,689,2
206.76,66.12,9.31,4,4,70,1
20.676,-14.484,3.95,4,2,1787,2
15.507,-19.653,1.53,4,4,2560,1
51.69,16.53,4.65,4,4,2780,1
310.14,99.18,47.6,4,4,564,2
98.88,6.9,9.92,4,4,3205,1
197.76,13.8,18.07,4,1,86,2
19.776,-26.214,2.61,4,3,2084,2
49.44,3.45,3.53,4,4,75,2
118.656,-157.284,6.08,4,3,2666,1
39.552,-52.428,1.62,4,4,1776,1
437.61,210.03,54.21,3,4,176,2
131.283,-96.297,7.84,3,4,2622,1
437.61,210.03,58.7,3,3,1891,1
1854.72,778.92,236.26,4,2,474,1
463.68,194.73,90.16,4,4,1410,4
1669.25,-1558.15,234.85,4,3,482,1
463.68,194.73,86.35,4,2,933,2
264.96,29.1,0.64,4,4,456,1
132.48,14.55,14.29,4,4,1767,2
922.86,9.18,69.1,4,4,1709,1
276.858,-636.822,17.81,4,4,1069,1
461.43,4.59,80.46,4,2,500,2
1845.72,18.36,178.56,4,4,156,1
300.66,108.18,4.11,3,3,1317,1
270.594,-306.846,42.48,3,2,787,2
331.02,119.16,0.16,4,4,176,1
165.51,59.58,10.31,4,4,739,1
165.51,59.58,26.11,4,4,352,4
49.653,-56.277,3.61,4,4,3538,1
397.224,-450.216,26.85,4,4,787,2
993.06,357.48,99.17,4,4,1227,2
45.45,-43.95,6.02,3,4,2737,4
148.92,37.23,12.07,3,4,1891,1
148.92,37.23,22.42,3,2,130,3
392.31,19.59,38.28,3,2,1139,1
59.82,12.54,7.93,4,2,2643,1
59.82,12.54,6.65,4,3,3273,1
59.82,12.54,2.33,4,2,196,1
59.82,12.54,7.9,4,2,528,1
26.46,-53.82,1.94,4,4,1658,1
88.2,7.92,2.81,4,4,138,1
1758.0,70.32,75.28,3,4,1439,1
879.0,35.16,99.7,3,4,500,2
439.5,17.58,95.37,3,3,564,3
1758.0,70.32,120.72,3,4,976,4
879.0,35.16,64.75,3,1,46,3
303.96,133.74,55.96,3,2,1931,2
151.98,66.87,8.89,3,4,5,1
151.98,66.87,19.08,3,3,2842,1
54.96,-33.0,1.24,4,4,2848,1
274.8,98.88,13.19,4,2,162,2
137.4,49.44,13.26,4,4,3072,2
219.84,-132.0,13.8,4,4,2804,1
274.8,98.88,19.42,4,4,937,1
18.804,-20.226,3.66,4,2,1088,3
94.02,15.96,3.14,4,4,2890,1
47.01,7.98,1.74,4,4,933,1
175.26,-148.98,16.85,3,4,2084,1
438.15,113.91,50.77,3,2,463,1
1752.6,455.64,228.7,3,4,505,4
262.89,-385.59,13.28,3,2,787,1
196.2,58.86,3.06,3,4,1845,1
117.72,-156.96,7.68,3,4,787,1
196.2,58.86,22.96,3,4,1783,2
137.16,0.0,19.76,4,4,1469,2
137.16,0.0,5.96,4,4,1886,1
137.16,0.0,12.28,4,4,950,1
54.864,-82.296,4.35,4,4,2848,1
548.64,0.0,111.36,4,1,156,2
137.16,0.0,16.4,4,2,1625,2
137.16,0.0,8.18,4,4,196,1
137.16,0.0,9.54,4,4,265,1
137.16,0.0,10.64,4,2,1386,1
170.19,64.65,7.36,4,4,162,1
170.19,64.65,9.48,4,4,82,1
1021.14,387.9,148.76,4,3,59,2
149.46,26.88,14.21,3,4,528,2
179.352,-310.968,28.1,3,4,2560,2
1855.68,129.84,163.07,4,4,175,1
50.652,-69.228,5.76,3,4,864,2
337.68,97.92,12.33,3,4,1369,1
270.144,-209.376,15.58,3,4,458,2
537.408,-134.352,59.99,4,4,210,4
167.94,83.97,31.95,4,2,156,2
67.176,-16.794,9.87,4,1,2084,2
1180.44,519.3,150.03,3,4,878,2
1180.44,519.3,142.51,3,4,618,2
157.392,-62.988,38.53,3,2,2287,3
87.96,37.8,3.8,4,4,1534,1
87.96,37.8,10.68,4,4,726,2
44.028,-60.192,7.56,3,4,3277,2
146.76,42.54,17.73,3,3,2894,2
387.09,127.71,22.02,3,4,451,1
387.09,127.71,14.77,3,4,438,1
387.09,127.71,49.21,3,4,1989,4
387.09,127.71,29.7,3,4,311,1
336.06,77.28,62.11,3,4,1572,2
168.03,38.64,12.58,3,3,987,1
146.82,42.57,9.43,3,4,633,1
146.82,42.57,12.55,3,4,463,1
148.17,53.34,23.54,3,2,2402,2
237.072,-142.248,18.22,3,4,2372,1
44.451,-50.379,2.44,3,4,787,1
889.02,320.04,267.64,3,3,387,3
148.17,53.34,10.76,3,4,175,1
148.17,53.34,22.97,3,4,1873,4
388.08,93.12,34.28,3,3,2074,1
132.912,-83.088,17.19,3,2,458,1
437.34,74.34,38.4,3,3,2291,3
874.68,148.68,54.12,3,4,1969,1
874.68,148.68,78.7,3,3,1569,3
3498.72,594.72,410.05,3,2,168,1
387.63,3.87,25.64,3,4,75,1
116.289,-267.471,22.43,3,3,1784,2
775.26,7.74,43.21,3,4,463,1
387.63,3.87,50.46,3,4,1299,2
155.052,-228.708,13.64,3,4,488,1
146.28,21.93,37.2,3,1,79,3
146.28,21.93,11.94,3,4,528,1
43.884,-80.466,1.71,3,4,787,1
87.768,-160.932,6.33,3,4,2622,1
166.68,34.98,47.94,3,3,336,2
166.68,34.98,20.71,3,3,2512,2
100.008,-163.392,11.42,3,2,459,1
44.595,-74.325,5.23,3,4,1081,2
59.736,-32.874,3.18,3,4,458,1
298.68,113.46,17.84,3,4,937,1
101.52,-98.16,13.32,3,4,2114,2
169.2,69.36,12.3,3,4,237,2
390.15,58.5,72.83,3,1,1195,1
117.045,-214.605,4.76,3,4,2114,1
294.6,20.58,19.95,3,4,1868,1
147.3,10.29,50.56,3,3,2038,3
195.93,45.06,33.51,3,2,1891,2
391.86,90.12,44.22,3,4,253,1
391.86,90.12,11.81,3,1,2927,1
391.86,90.12,101.96,3,2,1275,3
435.45,65.31,83.41,3,3,1126,3
435.45,65.31,34.82,3,3,564,2
438.51,197.31,52.31,3,4,1999,2
788.4,291.6,51.94,3,2,2006,1
788.4,291.6,70.08,3,4,449,1
788.4,291.6,125.79,3,4,1055,4
194.58,71.97,21.15,3,4,664,2
1167.48,431.82,110.7,3,2,292,1
77.832,-44.778,21.67,3,3,1787,3
58.374,-64.236,21.92,3,1,2737,3
299.64,89.88,29.87,3,4,311,1
1198.56,359.52,228.94,3,3,504,2
149.82,44.94,11.16,3,4,2956,1
149.82,44.94,41.93,3,3,75,3
599.28,179.76,43.54,3,4,1969,1
435.99,178.74,18.42,3,4,2093,1
871.98,357.48,51.75,3,4,352,1
174.396,-82.854,11.9,3,4,3124,1
435.99,178.74,38.36,3,4,1264,4
435.99,178.74,70.02,3,3,1697,2
2615.94,1072.44,384.41,3,2,183,3
1837.21,183.636,107.98,2,4,327,1
435.357,40.137,37.97,2,4,2307,1
1674.45,686.4,163.21,2,4,708,2
533.799,-144.891,36.21,2,2,101,2
511.44,-191.88,58.14,2,1,222,1
2332.96,349.86,357.789,2,4,221,4
349.944,-443.296,61.043,2,3,182,2
1048.19,-82.81,82.81,2,3,1296,1
99.828,-344.412,7.72,2,4,2743,1
1362.82,-75.83,75.83,2,2,1194,1
726.84,-399.78,47.1,2,4,375,1
1652.94,231.412,1.98,2,4,102,1
1322.35,-99.1764,153.52,2,2,27,1
4297.64,-1862.31,865.74,2,2,10,3
330.588,-143.255,9.4,2,4,1270,1
374.856,-1218.38,0.25,2,4,256,1
2951.99,-632.799,206.92,2,4,31,1
1180.09,151.695,104.37,2,4,781,2
714.8,-107.92,2.13,2,3,74,1
1745.34,226.86,616.27,2,2,49,3
475.328,142.568,28.895,2,2,962,1
712.992,213.852,56.804,2,3,339,1
178.248,-154.512,28.412,2,4,1057,2
781.224,-599.616,86.6,2,4,110,2
953.82,-81.81,227.19,2,3,31,2
189.522,-59.972,59.972,2,3,1267,3
168.464,-40.016,14.767,2,3,1538,1
842.32,-200.08,120.113,2,4,1104,2
1451.14,-362.784,138.34,2,4,957,1
453.48,0.0,35.91,2,2,2356,1
816.264,362.784,111.46,2,4,64,2
2228.64,-754.414,440.25,2,3,143,3
871.182,-387.258,59.11,2,4,1884,1
311.472,-643.728,24.54,2,4,338,1
566.231,-363.289,150.83,2,2,394,3
267.09,34.71,50.01,2,3,12,2
2076.48,996.6,175.993,2,2,727,1
207.648,-152.312,22.648,2,2,1640,1
622.944,-456.936,56.852,2,4,490,1
692.328,-57.333,57.333,2,4,1640,1
1057.8,338.46,118.56,2,4,1116,4
957.578,-383.031,79.69,2,4,859,4
1044.63,240.265,42.77,2,4,951,1
1114.27,41.7852,68.32,2,4,1582,1
1044.63,-295.978,271.32,2,1,1,2
696.42,-85.22,85.22,2,4,1481,1
974.988,-97.4988,67.0,2,4,1742,1
191.516,-76.6062,22.56,2,4,2721,1
993.615,-58.71,58.71,2,2,760,1
375.457,-157.01,31.04,2,4,2481,1
455.1,100.122,118.88,2,3,105,2
409.59,-122.877,65.76,2,3,454,3
1137.75,250.305,98.35,2,4,48,1
1592.85,350.427,62.7,2,4,1060,1
364.08,9.102,30.03,2,1,27,1
1474.13,460.608,80.525,2,4,1422,1
1008.06,28.773,74.72,2,4,1620,1
1181.02,-334.704,86.99,2,4,212,1
786.287,-563.803,60.46,2,4,1100,1
1038.49,-311.598,154.1,2,2,847,1
989.04,88.98,67.59,2,4,349,1
967.552,-144.67,144.67,2,3,580,2
1935.1,-411.216,149.363,2,2,883,1
967.552,-205.608,110.244,2,4,125,1
3427.15,-452.81,586.57,2,3,63,2
871.4,148.138,148.12,2,2,48,2
653.55,111.104,70.97,2,4,48,1
609.98,-113.282,28.87,2,4,1433,1
457.485,-84.9615,50.88,2,4,786,1
744.0,-61.304,61.304,2,4,1001,1
496.0,124.0,30.87,2,4,191,1
551.872,-81.223,81.223,2,4,1535,2
551.872,68.952,33.985,2,4,683,1
143.36,8.96,8.979,2,4,191,1
537.6,134.4,94.499,2,2,1371,2
1428.8,628.64,150.068,2,4,876,2
145.98,-99.2664,18.11,2,2,1101,2
350.352,-140.141,10.17,2,4,72,1
1360.62,-979.65,91.18,2,4,308,1
794.356,-609.644,119.49,2,2,835,1
646.569,-55.431,51.56,2,4,65,4
3232.84,-277.155,112.49,2,4,1159,1
747.36,-93.42,131.208,2,2,209,2
2266.15,-0.0525,190.79,2,4,511,1
908.608,-193.152,202.387,2,3,197,2
154.764,-36.1116,37.74,2,3,72,3
171.96,44.7096,16.77,2,2,48,1
85.98,22.3548,6.9,2,4,1922,1
154.764,-36.1116,13.95,2,4,140,2
464.292,-115.24,115.24,2,1,1,2
331.023,-114.353,22.59,2,4,859,1
85.98,22.3548,4.51,2,2,346,1
636.489,109.089,127.59,2,2,1039,2
455.97,-218.866,21.28,2,4,1147,1
1215.92,316.139,66.58,2,4,1632,1
486.368,36.4776,48.5,2,4,2075,1
2076.61,59.166,142.46,2,4,288,1
383.438,-167.318,34.64,2,4,437,1
697.16,146.404,58.59,2,4,1895,1
836.592,-264.921,63.98,2,4,126,1
244.006,-31.3722,27.91,2,4,2565,2
244.006,-31.3722,14.86,2,4,2999,1
418.296,5.2287,39.44,2,4,27,4
1568.61,329.408,88.88,2,4,71,1
1673.18,20.9148,242.63,2,3,111,1
557.728,6.9716,53.51,2,4,111,1
209.148,-66.2302,12.32,2,2,1,1
1119.19,255.795,46.43,2,4,401,1
447.678,-761.082,23.97,2,4,1269,1
719.482,-143.917,61.48,2,2,80,1
891.12,89.02,17.848,2,4,1122,1
2035.58,-499.298,147.46,2,4,133,1
1102.86,55.14,57.03,2,4,880,1
160.574,-118.186,8.31,2,4,194,1
424.158,-133.362,86.62,2,3,248,2
341.088,-76.752,28.75,2,3,2539,2
216.216,-245.064,56.613,2,2,825,3
2797.25,-0.072,320.376,2,4,191,4
1707.26,192.024,109.735,2,4,696,1
1422.72,160.02,135.15,2,4,683,1
1048.35,-69.89,103.37,2,2,1259,2
209.67,-13.978,22.58,2,2,587,1
244.615,-37.61,37.61,2,2,2316,1
489.23,41.934,21.2,2,4,2769,1
334.822,-42.27,42.27,2,4,133,4
851.67,76.59,3.78,2,2,611,1
1093.41,-20.6688,147.76,2,4,135,4
3094.56,1423.44,227.67,2,2,509,1
1444.13,330.048,94.45,2,2,97,2
286.464,42.944,59.591,2,3,89,3
483.408,-612.432,30.301,2,4,29,1
212.583,39.453,13.19,2,4,65,2
637.749,118.359,42.15,2,4,327,1
2301.14,-953.442,283.36,2,4,3,4
509.696,-50.984,37.904,2,4,2101,1
1274.24,-127.46,204.313,2,3,602,2
1274.24,-35.673,35.673,2,4,696,1
171.288,-6.4233,12.65,2,4,1514,1
171.288,-3.31,3.31,2,4,27,1
199.836,-37.1124,26.42,2,3,841,1
285.48,-10.7055,20.58,2,4,161,1
356.85,60.6645,21.14,2,4,190,1
399.672,-31.31,31.31,2,4,27,1
108.396,-390.264,9.62,2,4,1821,1
379.386,-119.274,31.2,2,4,101,1
1354.95,108.3,115.68,2,4,886,1
284.364,-75.8304,19.14,2,4,2102,1
853.092,-227.491,85.4,2,4,72,2
284.364,-75.8304,30.26,2,4,1,2
355.455,-184.837,34.69,2,4,2116,1
142.182,-37.9152,9.99,2,4,1,1
189.576,9.4788,53.6,2,3,27,2
514.4,-550.36,34.14,2,2,835,1
951.043,-646.097,110.58,2,4,486,2
1495.35,164.4,117.16,2,4,236,1
379.044,63.144,25.78,2,4,912,1
1410.4,-88.2,215.128,2,2,550,3
430.848,-59.292,82.528,2,2,1511,2
811.104,-20.376,86.263,2,1,125,1
402.96,-725.36,25.201,2,4,1013,1
537.28,-26.88,77.259,2,4,362,2
403.2,-100.8,41.076,2,4,333,2
1176.0,0.0,59.035,2,3,1470,2
747.054,-234.846,52.95,2,4,1564,1
2614.69,-821.961,194.41,2,4,413,1
2614.69,-821.961,203.26,2,4,607,1
747.054,-234.846,103.05,2,4,1261,4
959.104,11.984,86.898,2,3,24,1
3117.09,38.948,466.703,2,4,125,2
872.67,61.08,77.89,2,4,600,1
1745.34,122.16,81.48,2,4,1533,1
4363.35,305.4,12.144,2,3,1112,2
66.645,-42.6528,4.9,2,4,675,2
79.974,-29.3238,7.8,2,2,2265,1
53.316,-19.5492,2.45,2,4,1,1
35.544,-0.8886,2.39,2,4,119,1
71.088,-1.7772,3.92,2,2,161,2
79.974,-29.3238,6.67,2,1,1,2
124.404,-2.94,2.94,2,4,1376,2
71.088,-1.7772,4.46,2,2,27,1
136.464,15.3522,29.02,2,2,27,3
267.984,-21.49,21.49,2,4,871,2
510.24,-195.43,195.43,2,3,27,3
744.1,-95.67,128.29,2,2,124,2
1200.89,-147.852,75.79,2,4,1611,1
606.18,103.04,34.563,2,4,876,1
