Sales,Quantity,Discount,Profit,Shipping Cost,Category,Ship Mode,City-States,Segment,Order Priority,Market
504.09,3,0.0,60.48,47.15,3,4,1513,1,1,6
168.03,1,0.0,20.16,21.05,3,2,218,1,1,6
252.045,3,0.5,-22.85,22.85,3,4,114,2,1,6
840.15,5,0.0,100.8,172.19,3,4,232,3,4,6
168.03,1,0.0,-6.01,6.01,3,4,260,1,1,6
335.147,3,0.35,10.2465,48.86,3,4,80,1,2,6
171.87,1,0.0,63.57,32.96,3,3,1819,3,1,6
687.48,4,0.0,-88.59,88.59,3,2,281,1,2,6
1313.71,4,0.1,102.072,213.19,3,3,560,1,1,6
364.92,1,0.0,62.01,38.09,3,4,531,1,1,6
364.92,1,0.0,62.01,63.15,3,4,998,1,2,6
678.751,2,0.07,72.9312,26.09,3,4,194,2,1,6
245.94,2,0.0,61.44,16.73,3,4,1393,3,2,5
245.94,2,0.0,61.44,29.88,3,3,785,3,2,5
332.019,3,0.1,55.269,37.06,3,4,1272,1,4,5
221.346,2,0.1,36.846,17.39,3,2,586,1,1,5
368.91,3,0.0,92.16,20.52,3,2,2130,3,2,5
442.692,4,0.1,73.692,46.55,3,4,1446,2,2,5
311.184,2,0.4,-72.616,26.409,3,4,490,1,1,7
1815.24,7,0.0,471.94,318.08,3,2,125,1,2,7
469.233,3,0.1,78.183,53.78,3,4,589,1,2,5
1216.53,7,0.0,304.08,155.61,3,4,839,1,2,5
687.4,7,0.0,171.78,42.258,3,4,1738,1,1,7
98.2,1,0.0,24.54,18.071,3,1,2881,1,3,7
157.12,2,0.2,9.8,15.573,3,4,23,1,1,7
463.44,4,0.0,120.48,30.137,3,3,340,3,3,7
69.516,1,0.4,-16.224,6.171,3,4,490,3,2,7
231.72,2,0.0,60.24,51.412,3,1,191,3,2,7
139.032,2,0.4,-32.448,40.806,3,3,2239,2,3,7
185.376,2,0.2,-13.468,13.468,3,4,1422,1,1,7
347.58,3,0.0,90.36,16.879,3,4,2423,3,1,7
712.2,5,0.0,-17.56,17.56,3,4,22,3,1,5
256.392,2,0.1,99.672,42.97,3,4,309,1,2,5
769.176,6,0.1,299.016,51.45,3,1,1413,3,2,5
769.176,6,0.1,299.016,81.02,3,3,575,1,2,5
268.164,2,0.1,5.904,15.36,3,4,1007,3,1,5
670.41,5,0.1,14.76,37.55,3,4,2320,1,1,5
658.638,2,0.1,-36.642,39.42,3,4,1278,3,1,5
2927.28,8,0.0,-223.41,223.41,3,4,521,1,1,5
935.172,7,0.1,20.622,198.28,3,1,65,1,3,6
966.344,7,0.07,51.7944,62.56,3,4,1559,2,1,6
1944.9,5,0.0,291.6,219.83,3,4,531,1,1,6
1808.76,5,0.07,155.457,161.95,3,4,789,3,1,6
1393.52,4,0.1,356.004,181.95,3,2,64,1,2,5
696.762,2,0.1,178.002,40.16,3,4,2251,1,4,5
580.635,3,0.5,-197.505,40.96,3,4,772,1,1,5
784.728,3,0.37,62.208,29.59,3,4,391,1,1,6
2491.2,6,0.0,1046.16,103.0,3,4,1262,3,1,6
747.36,2,0.1,265.68,47.36,3,4,6,1,1,6
1158.41,3,0.07,435.888,92.31,3,4,74,1,1,6
2906.4,7,0.0,-216.07,216.07,3,4,136,1,2,6
729.84,2,0.0,124.02,37.99,3,4,755,1,1,6
1173.42,3,0.0,129.06,93.74,3,4,621,2,1,6
3637.6,10,0.07,156.402,487.86,3,4,112,1,2,6
2910.08,8,0.07,125.122,456.32,3,4,132,1,2,6
2346.84,6,0.0,258.12,106.88,3,2,1210,3,1,6
1091.28,3,0.07,46.9206,243.11,3,3,133,3,2,6
1564.56,4,0.0,172.08,160.28,3,2,28,2,2,6
1971.35,8,0.37,-813.614,141.65,3,4,110,1,1,6
244.08,2,0.0,68.34,23.4,3,4,228,3,1,6
687.4,5,0.0,48.118,58.73,3,2,572,2,1,3
452.45,5,0.5,-34.27,34.27,3,4,1790,3,1,3
579.136,4,0.2,21.7176,62.18,3,2,1,3,1,3
1628.82,9,0.0,374.629,33.41,3,4,66,1,1,3
361.96,2,0.0,83.2508,48.64,3,4,2052,3,2,3
289.568,2,0.2,10.8588,16.35,3,4,2143,3,1,3
307.666,2,0.15,28.9568,14.6,3,4,27,1,1,3
1266.86,7,0.0,291.378,254.77,3,2,417,1,3,3
287.94,2,0.0,0.0,55.6,3,1,201,1,2,6
863.82,6,0.0,0.0,76.99,3,4,326,2,2,6
259.146,2,0.1,-28.794,18.95,3,4,548,1,1,6
575.88,4,0.0,0.0,25.47,3,4,49,2,1,6
287.94,2,0.0,0.0,17.53,3,4,2694,3,1,6
626.7,5,0.0,300.75,25.13,3,4,1573,2,1,5
250.68,2,0.0,120.3,44.47,3,3,2161,3,2,5
313.35,5,0.5,-12.6,127.82,3,1,1036,3,3,5
3633.9,10,0.0,108.9,201.18,3,4,615,3,1,6
654.102,2,0.1,-50.898,51.08,3,4,81,1,1,6
654.102,2,0.1,-50.898,38.97,3,4,258,1,1,6
2398.37,11,0.4,-1479.13,212.87,3,4,563,1,2,6
654.102,2,0.1,-50.898,36.14,3,4,65,1,1,6
1635.26,5,0.1,-127.245,73.86,3,4,6,1,1,6
662.448,2,0.2,240.108,46.45,3,2,4,1,3,5
828.06,2,0.0,405.72,91.09,3,3,970,1,3,5
86.97,3,0.5,-48.7032,8.64,3,2,169,2,1,3
78.8528,2,0.32,-1.55,1.55,3,4,423,1,1,3
46.384,1,0.2,1.1596,4.55,3,2,1,3,1,3
231.92,5,0.2,5.798,21.07,3,2,2773,3,1,3
173.94,3,0.0,38.2668,14.39,3,4,2767,3,1,3
115.96,2,0.0,25.5112,8.76,3,4,48,1,1,3
231.92,5,0.2,5.798,12.95,3,4,620,1,1,3
344.981,7,0.15,28.4102,78.44,3,2,27,1,3,3
115.96,4,0.5,-64.9376,11.05,3,4,419,3,2,3
412.896,2,0.2,20.616,14.953,3,4,719,2,1,7
1238.69,6,0.2,61.848,78.762,3,4,1567,1,2,7
825.792,4,0.2,41.232,209.316,3,1,580,1,3,7
825.792,4,0.2,41.232,93.243,3,3,494,1,2,7
774.18,3,0.0,185.76,15.803,3,4,2460,1,1,7
779.58,5,0.4,-376.82,71.775,3,4,1057,3,1,7
1403.24,9,0.4,-678.276,119.064,3,4,490,2,2,7
1111.72,3,0.1,135.855,150.4,3,4,31,1,2,6
2470.5,6,0.0,-276.29,276.29,3,2,366,1,1,6
1111.72,3,0.1,135.855,188.21,3,2,148,1,2,6
2470.5,6,0.0,518.76,206.39,3,4,370,3,1,6
1148.78,3,0.07,172.913,201.68,3,2,240,2,2,6
172.86,1,0.0,57.03,13.48,3,4,187,1,2,6
777.87,5,0.1,198.72,26.9,3,4,65,2,1,6
345.72,2,0.0,-27.59,27.59,3,2,1575,1,1,6
1210.63,9,0.1,376.596,148.38,3,4,101,1,2,6
582.894,6,0.35,26.874,45.01,3,3,80,3,1,6
269.028,2,0.1,83.688,32.43,3,4,1304,2,1,6
747.3,5,0.0,283.95,50.73,3,4,57,3,1,6
149.46,1,0.0,56.79,39.29,3,2,163,3,3,6
1567.62,6,0.4,208.98,107.17,3,4,291,2,1,6
659.178,6,0.1,-0.162,137.9,3,2,148,1,2,6
681.151,6,0.07,21.8106,57.84,3,4,757,1,2,6
659.178,6,0.1,-0.162,20.7,3,4,6,3,1,6
976.56,8,0.0,97.44,51.96,3,4,531,1,1,6
878.904,8,0.1,-0.216,91.55,3,4,87,3,2,6
366.21,3,0.0,36.54,61.16,3,4,478,3,2,6
296.88,2,0.0,47.46,23.27,3,2,1497,1,1,5
400.788,3,0.1,26.658,67.49,3,4,1730,3,2,5
1068.77,8,0.1,71.088,150.65,3,2,870,1,2,5
148.44,2,0.5,-100.98,47.62,3,2,929,3,3,5
1079.57,7,0.1,35.868,89.18,3,4,823,1,1,5
154.224,1,0.1,5.124,23.45,3,3,2689,1,1,5
1542.24,9,0.0,200.34,129.28,3,4,196,2,1,5
3083.43,7,0.5,-1665.05,242.6,3,4,72,1,1,3
2396.27,4,0.32,-317.153,469.16,3,2,124,1,3,3
1497.67,2,0.15,140.957,231.11,3,3,27,2,1,3
4404.9,5,0.0,1013.13,184.44,3,4,554,3,1,3
796.824,6,0.07,231.264,270.56,3,3,381,1,2,6
856.8,6,0.0,291.24,49.12,3,4,621,1,1,6
449.46,3,0.0,134.82,56.76,3,3,1472,3,1,5
1307.97,3,0.0,483.93,53.2,3,4,272,2,1,6
1177.17,3,0.1,353.133,294.55,3,3,6,2,1,6
3139.13,8,0.1,941.688,184.17,3,4,685,1,1,6
871.98,2,0.0,322.62,126.02,3,4,1051,3,4,6
566.787,2,0.35,17.427,55.2,3,4,1940,2,1,6
1743.96,4,0.0,645.24,181.61,3,4,694,1,1,6
170.928,2,0.4,5.688,12.6,3,4,1160,1,1,6
158.472,2,0.4,-100.368,11.31,3,4,1267,1,1,7
739.536,7,0.2,-166.404,56.866,3,4,1001,1,1,7
528.24,5,0.2,-35.012,35.012,3,2,197,3,1,7
565.11,5,0.1,-31.44,125.5,3,2,101,1,2,6
627.9,5,0.0,31.35,92.41,3,4,730,1,2,6
452.088,4,0.1,-25.152,155.7,3,1,3,1,2,6
251.16,2,0.0,12.54,20.22,3,4,52,3,1,6
516.132,4,0.1,68.772,77.65,3,4,1583,1,2,5
215.055,3,0.5,-120.465,34.85,3,4,2376,1,2,5
129.033,1,0.1,17.193,13.99,3,4,599,1,1,5
143.37,1,0.0,31.53,11.25,3,4,979,1,1,5
430.11,3,0.0,94.59,34.58,3,4,1342,1,1,5
143.37,1,0.0,-51.8,51.8,3,2,1351,3,3,5
573.48,4,0.0,126.12,54.81,3,3,129,1,1,5
121.59,1,0.0,44.97,14.99,3,2,147,1,2,6
243.18,2,0.0,89.94,16.18,3,4,327,1,4,6
121.59,1,0.0,44.97,3.96,3,2,52,1,1,6
1292.1,5,0.0,155.0,119.028,3,4,1113,2,2,7
1292.1,5,0.0,155.0,87.605,3,4,397,1,1,7
303.912,2,0.1,64.152,19.37,3,4,2519,1,1,5
1063.69,7,0.1,224.532,30.74,3,4,2489,1,1,5
133.44,4,0.6,-93.44,32.402,3,2,1968,3,3,7
135.297,1,0.1,39.057,17.07,3,2,2918,3,1,5
541.188,4,0.1,156.228,48.57,3,3,64,3,3,5
1217.67,9,0.1,351.513,54.0,3,4,1129,1,1,5
676.485,5,0.1,195.285,330.51,3,3,259,3,3,5
405.891,3,0.1,117.171,39.75,3,4,91,1,2,5
489.12,2,0.0,29.32,34.389,3,4,720,1,1,7
195.648,1,0.2,-34.252,17.083,3,4,197,2,1,7
3063.27,7,0.0,1470.21,419.38,3,4,157,1,4,5
2188.05,5,0.0,1050.15,593.91,3,3,56,1,2,5
2756.94,7,0.1,1163.88,255.56,3,4,412,1,1,5
1181.55,3,0.1,498.807,401.25,3,2,174,2,3,5
364.32,1,0.0,18.21,31.47,3,4,156,2,1,2
364.32,1,0.0,18.21,38.58,3,2,2286,1,1,1
43.011,1,0.7,-68.829,8.87,3,1,1658,3,3,2
573.48,4,0.0,126.12,49.58,3,4,438,1,1,2
824.28,2,0.0,280.2,90.77,3,2,1086,3,1,2
659.424,4,0.6,-428.736,31.78,3,4,1830,3,1,1
248.418,2,0.7,-173.922,21.85,3,4,864,1,1,2
414.03,1,0.0,202.86,26.48,3,4,2419,1,1,1
828.06,2,0.0,405.72,87.64,3,2,1054,1,1,2
3312.24,8,0.0,1622.88,209.36,3,4,579,3,1,1
2182.68,6,0.0,327.24,232.24,3,4,156,3,1,2
43.416,1,0.7,-89.754,2.35,3,4,787,1,1,2
146.736,1,0.6,-102.744,12.78,3,2,2986,1,1,1
366.84,1,0.0,117.36,36.97,3,2,5,3,2,2
1467.36,4,0.0,469.44,143.67,3,4,483,1,4,1
110.052,1,0.7,-139.428,4.72,3,2,2622,2,1,2
660.312,6,0.7,-836.568,51.61,3,4,1490,1,1,2
366.84,1,0.0,117.36,20.13,3,4,528,1,1,1
146.736,1,0.6,-102.744,9.85,3,4,2667,2,1,1
1467.36,4,0.0,469.44,243.14,3,3,451,1,2,1
366.84,1,0.0,117.36,68.88,3,2,474,3,2,2
252.06,2,0.0,52.92,12.81,3,4,2074,2,1,1
126.03,1,0.0,26.46,5.61,3,4,1428,2,1,2
504.12,4,0.0,105.84,51.18,3,4,904,2,1,1
142.83,1,0.0,41.4,7.28,3,2,467,3,2,2
126.51,1,0.0,53.13,16.55,3,4,387,1,1,2
101.208,2,0.6,-45.552,8.52,3,4,1088,3,1,1
253.02,2,0.0,106.26,76.25,3,3,1361,3,3,4
506.04,4,0.0,212.52,28.4,3,4,213,3,1,2
404.832,8,0.6,-182.208,24.2,3,4,2665,3,1,1
253.02,2,0.0,106.26,31.03,3,4,176,1,2,2
455.436,12,0.7,-425.124,32.76,3,4,787,3,1,2
101.208,2,0.6,-45.552,5.01,3,4,2227,3,1,1
825.36,2,0.0,338.34,53.55,3,4,1975,1,1,1
825.36,2,0.0,338.34,88.97,3,1,1054,2,2,2
825.36,2,0.0,338.34,77.92,3,4,176,3,4,2
124.86,1,0.0,48.69,16.49,3,4,387,1,2,2
249.72,2,0.0,97.38,27.29,3,4,1379,3,2,1
224.748,6,0.7,-232.272,60.08,3,1,1861,1,2,1
249.72,2,0.0,97.38,12.46,3,4,936,2,2,2
499.44,4,0.0,194.76,6.41,3,4,1634,2,1,1
104.274,2,0.7,-156.426,14.24,3,3,3029,3,1,2
695.16,4,0.0,173.76,2.55,3,4,372,1,1,4
122.97,1,0.0,30.72,13.6,3,4,922,2,2,1
73.782,2,0.7,-110.718,15.05,3,3,181,3,2,1
740.7,6,0.0,103.68,87.46,3,4,1264,1,1,2
87.534,2,0.7,-160.506,21.75,3,3,1081,1,2,2
145.89,1,0.0,21.87,21.0,3,3,528,2,2,1
247.98,2,0.0,52.02,24.02,3,2,2328,1,2,1
99.192,2,0.6,-96.768,7.03,3,2,689,2,1,1
51.381,1,0.7,-89.079,5.76,3,4,864,1,1,2
342.54,2,0.0,61.62,40.76,3,3,500,3,2,1
171.27,1,0.0,30.81,30.57,3,3,2493,1,2,1
125.34,1,0.0,60.15,9.47,3,4,2947,3,1,2
125.34,1,0.0,60.15,3.97,3,4,698,1,1,2
731.34,2,0.0,80.4,305.98,3,3,305,2,3,1
415.2,1,0.0,20.76,44.95,3,4,467,1,2,2
1660.8,4,0.0,83.04,244.07,3,4,446,1,2,2
415.2,1,0.0,20.76,21.32,3,4,483,3,1,1
124.56,1,0.7,-269.88,16.26,3,4,787,1,2,2
415.2,1,0.0,20.76,38.55,3,4,1322,1,1,2
415.2,1,0.0,20.76,53.21,3,4,674,3,4,2
103.572,2,0.7,-134.688,8.11,3,4,3029,3,1,2
172.62,1,0.0,53.49,19.28,3,2,1902,2,2,1
207.144,4,0.7,-269.376,14.38,3,4,3022,2,1,2
172.62,1,0.0,53.49,20.62,3,2,528,3,2,1
690.48,4,0.0,213.96,51.59,3,4,46,1,1,2
690.48,4,0.0,213.96,97.13,3,3,1340,1,2,2
172.62,1,0.0,53.49,27.38,3,2,130,1,2,1
170.73,1,0.0,15.36,21.25,3,4,372,3,1,4
341.46,2,0.0,30.72,24.37,3,4,2138,2,1,1
136.584,2,0.6,-174.156,17.64,3,4,2443,2,4,1
563.904,2,0.4,-263.196,171.98,4,2,291,1,3,6
157.98,4,0.5,-63.3,4.5,4,4,205,1,1,5
355.455,5,0.1,78.855,54.4,4,3,909,1,3,5
866.4,4,0.0,225.264,63.98,4,2,1308,1,2,3
1212.96,7,0.2,90.972,251.88,4,3,161,1,1,3
909.72,6,0.3,-51.984,133.2,4,2,169,1,1,3
1516.2,7,0.0,394.212,132.78,4,4,930,1,1,3
866.4,4,0.0,225.264,107.39,4,4,721,1,4,3
1212.96,8,0.3,-69.312,68.07,4,4,1433,3,1,3
257.688,2,0.1,28.608,16.85,4,4,81,3,1,6
429.48,3,0.0,85.86,54.93,4,2,236,1,1,6
429.48,3,0.0,85.86,19.52,4,4,15,2,1,6
209.014,2,0.27,-20.0664,31.6,4,4,2461,1,2,6
286.32,2,0.0,57.24,14.28,4,4,619,3,1,6
429.48,6,0.5,-257.76,143.2,4,2,669,1,3,6
901.908,7,0.1,100.128,44.44,4,4,685,1,1,6
313.52,3,0.27,-30.0996,19.27,4,3,2488,1,1,6
286.32,2,0.0,57.24,16.29,4,4,1626,3,4,6
429.48,3,0.0,85.86,88.99,4,3,1271,1,1,6
264.96,2,0.0,10.56,52.62,4,3,399,2,2,6
596.16,5,0.1,-39.84,131.23,4,4,3,3,2,6
132.48,1,0.0,-4.64,4.64,4,4,926,1,1,6
483.552,5,0.27,-152.448,43.62,4,4,486,2,1,6
158.976,2,0.4,-95.424,10.69,4,4,222,2,1,6
317.952,3,0.2,-63.648,16.62,4,4,1154,3,1,6
264.96,2,0.0,10.56,40.37,4,2,1495,1,2,6
397.44,3,0.0,15.84,88.87,4,1,1296,1,2,6
397.44,3,0.0,15.84,25.49,4,4,52,3,1,6
476.928,4,0.1,-31.872,41.03,4,4,3,1,1,6
483.552,5,0.27,-62.81,62.81,4,2,110,1,3,6
397.44,3,0.0,15.84,26.96,4,4,1494,1,1,6
158.976,2,0.4,-95.424,25.22,4,4,198,1,4,6
670.14,2,0.27,-128.52,70.45,4,4,1690,3,1,6
2754.0,6,0.0,358.02,752.47,4,3,21,3,3,6
1032.75,3,0.25,-165.24,41.47,4,4,80,2,1,6
918.0,2,0.0,119.34,105.11,4,1,478,1,2,6
5049.0,11,0.0,656.37,595.5,4,4,54,1,2,6
826.2,2,0.1,27.54,107.54,4,2,87,3,2,6
1652.4,4,0.1,55.08,170.7,4,2,755,3,1,6
670.14,2,0.27,-128.52,44.29,4,4,194,1,1,6
1652.4,4,0.1,55.08,148.02,4,2,6,3,1,6
1377.0,3,0.0,179.01,131.92,4,4,1003,1,1,6
2891.7,7,0.1,96.39,541.57,4,2,83,2,1,6
355.38,2,0.0,-39.01,39.01,4,4,1034,3,2,6
1136.66,4,0.4,-189.456,313.52,4,2,291,1,3,6
2841.66,6,0.0,852.48,287.24,4,4,2,1,2,6
412.695,5,0.1,9.045,19.77,4,4,26,1,1,5
146.736,2,0.2,-14.724,10.05,4,4,1930,1,1,5
183.42,4,0.5,-139.5,12.97,4,4,1984,1,1,5
132.48,1,0.0,5.28,21.18,4,4,1027,2,2,6
136.736,4,0.6,-41.024,17.751,4,4,853,3,4,7
145.1,5,0.0,63.8,28.481,4,3,1535,1,1,7
69.648,3,0.2,20.868,12.902,4,4,434,3,2,7
203.14,7,0.0,89.32,32.427,4,4,342,3,4,7
116.08,5,0.2,-3.573,3.573,4,4,962,1,1,7
203.14,7,0.0,-25.527,25.527,4,4,1237,2,2,7
34.824,2,0.4,2.304,3.254,4,4,766,1,4,7
104.472,6,0.4,6.912,5.391,4,4,490,1,1,7
203.14,7,0.0,89.32,8.382,4,4,1029,1,1,7
174.12,6,0.0,76.56,8.684,4,4,1371,2,2,7
34.824,2,0.4,2.304,2.978,4,2,3575,1,1,7
139.296,6,0.2,41.736,4.341,4,2,1281,3,2,7
203.14,7,0.0,89.32,14.107,4,4,2457,3,1,7
17.412,1,0.4,1.152,2.772,4,2,2610,1,1,7
234.276,7,0.6,-228.564,74.18,4,2,916,3,3,5
585.69,7,0.0,122.85,36.68,4,4,668,1,1,5
209.175,5,0.5,-121.425,15.43,4,4,1365,1,1,5
252.84,7,0.2,72.66,18.01,4,2,256,3,1,6
263.676,8,0.27,57.756,14.23,4,4,391,3,1,6
180.6,5,0.2,51.9,23.07,4,4,2704,1,2,6
90.3,2,0.0,38.82,14.03,4,4,147,3,2,6
90.3,2,0.0,-22.38,22.38,4,3,2492,1,2,6
45.15,1,0.0,19.41,2.06,4,4,967,1,1,6
180.6,4,0.0,77.64,9.36,4,4,370,2,1,6
143.64,2,0.1,12.72,14.32,4,1,330,2,2,6
79.8,1,0.0,14.34,6.54,4,4,283,3,1,6
116.508,2,0.27,-14.412,8.11,4,4,110,2,1,6
646.38,9,0.1,57.24,36.19,4,2,101,2,1,6
478.8,6,0.0,86.04,21.85,4,4,1651,3,1,6
159.6,2,0.0,-13.36,13.36,4,3,2429,3,1,6
238.65,5,0.5,-162.3,57.17,4,3,1917,1,2,5
53.408,2,0.6,-17.392,2.786,4,4,2462,1,1,7
478.48,2,0.2,47.848,72.41,4,3,1649,3,2,3
897.15,3,0.0,251.202,58.41,4,4,842,2,1,3
239.24,1,0.2,23.924,53.73,4,1,612,1,3,3
478.48,2,0.2,47.848,65.59,4,4,1760,2,4,3
717.72,3,0.2,71.772,94.34,4,2,161,1,2,3
717.72,3,0.2,71.772,139.52,4,3,514,3,3,3
117.6,2,0.0,47.04,8.363,4,4,1576,1,1,7
282.24,6,0.2,70.56,22.845,4,2,209,1,1,7
117.6,2,0.0,47.04,15.226,4,4,362,1,4,7
70.56,2,0.4,0.0,5.465,4,4,490,1,1,7
77.24,5,0.6,-36.76,4.883,4,4,1968,2,1,7
81.0738,2,0.27,-2.2662,6.36,4,4,132,3,1,6
111.06,2,0.0,27.72,16.09,4,2,52,3,3,6
249.885,5,0.1,41.535,34.92,4,3,101,1,2,6
149.931,3,0.1,24.921,8.08,4,1,3,3,2,6
202.684,5,0.27,-5.6655,17.79,4,4,391,3,1,6
208.238,5,0.25,-0.1125,10.99,4,4,637,2,1,6
249.885,5,0.1,41.535,36.97,4,4,81,1,2,6
99.954,2,0.1,16.614,18.77,4,3,1190,1,2,6
441.855,3,0.1,24.525,34.21,4,4,2399,3,1,5
47.352,2,0.6,-60.408,0.93,4,4,308,3,1,5
23.676,1,0.6,-30.204,2.51,4,4,988,3,4,5
372.897,7,0.1,-4.263,14.17,4,4,589,1,1,5
159.444,2,0.4,-95.676,10.07,4,4,1208,1,4,6
159.444,2,0.4,-95.676,2.89,4,4,897,1,1,6
129.568,2,0.2,-24.294,3.26,4,4,440,1,1,3
647.84,8,0.0,32.392,39.24,4,4,2268,1,1,3
145.764,2,0.1,-8.098,9.1,4,4,1,2,2,3
518.272,8,0.2,-97.176,58.11,4,4,1903,2,2,3
64.784,1,0.2,-12.147,6.89,4,4,437,3,1,3
194.352,3,0.2,-36.441,8.52,4,3,27,1,1,3
56.686,1,0.3,-20.245,6.26,4,2,1780,3,2,3
433.568,2,0.2,-82.68,82.68,4,3,1514,1,2,3
569.058,3,0.3,-178.847,71.0,4,2,20,2,2,3
650.352,3,0.2,-97.5528,45.51,4,2,2070,3,1,3
379.372,2,0.3,-119.231,28.01,4,2,124,2,1,3
31.904,1,0.2,7.164,2.857,4,4,58,1,2,7
79.76,2,0.0,30.28,16.665,4,1,1713,3,2,7
167.496,7,0.4,-5.684,14.102,4,2,530,3,1,7
63.808,2,0.2,14.328,10.297,4,4,197,2,2,7
119.64,3,0.0,45.42,50.724,4,3,204,1,3,7
23.928,1,0.4,-0.812,2.584,4,1,825,1,1,7
275.13,3,0.0,16.47,23.38,4,2,370,1,1,6
641.97,7,0.0,38.43,177.72,4,3,715,1,3,6
275.13,3,0.0,-10.94,10.94,4,4,1724,3,1,6
137.565,2,0.25,-34.875,8.36,4,4,80,1,1,6
133.897,2,0.27,-38.5434,3.05,4,4,203,2,1,6
366.84,4,0.0,21.96,51.34,4,2,260,1,1,6
165.078,2,0.1,-7.362,4.63,4,4,2,1,1,6
468.638,7,0.27,-79.46,79.46,4,3,391,3,3,6
206.348,3,0.25,-52.3125,28.06,4,2,515,3,1,6
409.86,9,0.0,94.14,29.155,4,4,2179,2,1,7
227.7,5,0.0,52.3,8.506,4,4,362,1,1,7
136.62,3,0.0,31.38,9.674,4,2,2978,3,1,7
273.24,6,0.0,62.76,44.975,4,4,2142,3,4,7
91.08,2,0.0,20.92,10.572,4,2,61,2,2,7
273.24,6,0.0,62.76,18.162,4,3,219,2,2,7
869.7,5,0.0,191.25,43.04,4,4,487,3,1,6
1217.58,7,0.0,267.75,66.33,4,4,136,3,1,6
173.94,1,0.0,38.25,26.63,4,3,1218,2,2,6
521.82,3,0.0,114.75,44.88,4,4,370,3,1,6
175.24,2,0.0,33.28,26.468,4,1,2603,3,1,7
210.288,4,0.4,-73.632,30.117,4,3,1158,3,2,7
70.096,2,0.6,-71.864,7.887,4,2,1876,1,1,7
210.288,3,0.2,-2.652,56.008,4,2,626,1,3,7
350.48,4,0.0,66.56,49.615,4,2,125,1,2,7
140.192,2,0.2,-1.768,18.888,4,4,580,2,2,7
175.24,2,0.0,33.28,16.012,4,4,191,3,2,7
140.192,2,0.2,-1.768,12.234,4,4,513,1,1,7
1267.53,3,0.0,316.883,83.04,4,4,1509,1,1,3
1690.04,4,0.0,422.51,126.03,4,4,1050,1,1,3
887.271,3,0.3,-63.3765,48.06,4,4,72,1,1,3
1352.03,4,0.2,84.502,106.98,4,3,161,3,2,3
887.271,3,0.3,-63.3765,118.98,4,2,72,1,1,3
359.76,5,0.2,-47.725,47.725,4,1,533,2,2,7
269.82,5,0.4,8.92,69.43,4,3,1267,3,1,7
503.664,7,0.2,138.404,131.219,4,1,1009,1,3,7
215.856,3,0.2,59.316,13.203,4,4,197,3,1,7
297.918,2,0.1,86.058,36.19,4,1,1461,1,2,5
248.265,3,0.5,-69.525,30.79,4,3,731,1,1,5
496.53,3,0.0,178.74,82.94,4,3,547,3,1,5
248.28,6,0.0,24.72,8.387,4,4,219,3,1,7
82.76,2,0.0,8.24,4.372,4,4,1547,1,4,7
173.796,7,0.4,-87.024,16.512,4,4,2940,2,1,7
66.208,2,0.2,-8.312,3.903,4,4,2685,2,1,7
731.424,3,0.2,118.824,54.037,4,4,580,1,1,7
1219.04,5,0.2,198.04,185.44,4,2,461,1,3,7
243.808,1,0.2,39.608,22.24,4,4,197,1,2,7
609.52,2,0.0,201.12,6.646,4,4,362,3,1,7
487.616,2,0.2,-41.999,41.999,4,4,1390,1,1,7
731.424,3,0.2,118.824,88.864,4,4,197,2,1,7
70.308,2,0.4,-3.552,8.08,4,2,198,1,2,6
175.77,3,0.0,64.98,14.39,4,4,1840,3,1,6
527.31,9,0.0,194.94,155.98,4,3,510,3,2,6
234.36,4,0.0,-12.57,12.57,4,4,236,1,1,6
369.117,7,0.1,110.607,51.63,4,2,3,1,1,6
234.36,4,0.0,-33.94,33.94,4,4,2211,1,2,6
42.7707,1,0.27,5.8407,5.68,4,1,240,3,2,6
263.655,5,0.1,79.005,21.17,4,4,1320,2,2,6
117.18,2,0.0,43.32,8.37,4,4,348,2,1,6
85.5414,2,0.27,11.6814,11.16,4,4,133,1,2,6
85.5414,2,0.27,11.6814,6.18,4,3,835,1,1,6
167.34,2,0.0,81.96,5.24,4,2,1683,1,1,6
45.96,1,0.0,3.66,3.79,4,4,433,1,1,6
321.72,7,0.0,-50.51,50.51,4,3,2039,3,2,6
183.84,4,0.0,-68.59,68.59,4,3,49,3,3,6
124.092,3,0.1,-2.808,7.38,4,4,413,1,2,6
137.88,4,0.25,-31.32,15.07,4,3,515,1,1,6
137.88,3,0.0,10.98,6.59,4,4,1358,2,1,6
298.62,2,0.1,46.44,130.57,4,3,53,3,3,5
597.24,4,0.1,92.88,29.07,4,2,732,1,1,5
1327.2,8,0.0,318.48,81.18,4,4,499,3,4,5
132.72,2,0.6,-119.46,21.41,4,2,308,3,2,5
57.504,2,0.2,-10.096,4.893,4,2,2469,3,2,7
64.692,3,0.4,-36.708,10.671,4,3,1267,1,1,7
35.94,1,0.0,2.14,6.52,4,3,61,1,2,7
115.008,4,0.2,-8.459,8.459,4,1,1250,3,2,7
230.016,8,0.2,-40.384,17.342,4,4,2685,2,1,7
43.128,2,0.4,-24.472,4.662,4,4,1357,1,1,7
86.256,3,0.2,-15.144,5.339,4,4,89,3,1,7
90.99,1,0.0,14.5584,3.34,4,4,572,3,1,3
545.94,6,0.0,87.3504,52.32,4,2,1997,1,1,3
