Sales,Quantity,Discount,Profit,Shipping Cost,Category,Ship Mode,City-States,Segment,Order Priority,Market
8.94,2,0.5,-5.04,1.23,5,3,2466,2,1,5
152.442,3,0.1,25.362,13.19,13,4,589,1,1,5
26.775,3,0.5,-22.545,7.03,10,3,1684,1,2,5
155.52,3,0.0,23.31,38.47,10,2,2288,2,3,5
38.46,2,0.0,2.28,6.64,7,3,3375,2,2,5
253.854,6,0.1,19.674,22.41,4,4,1585,1,1,5
266.58,6,0.0,87.84,128.32,10,1,1031,2,3,5
215.46,3,0.1,16.74,28.56,4,3,78,3,2,5
1010.94,7,0.0,161.7,8.02,15,4,22,3,1,5
265.379,1,0.15,15.5985,1.24,17,4,400,1,1,5
1527.12,8,0.1,474.96,209.96,13,1,577,3,2,5
52.74,2,0.0,21.6,7.97,10,3,1182,3,2,5
34.14,2,0.0,16.02,2.76,12,4,3318,3,1,5
43.605,1,0.1,-4.845,23.19,13,1,424,1,3,5
1294.8,5,0.0,608.55,122.55,14,4,1084,1,1,5
29.04,2,0.0,1.14,2.56,5,4,1201,3,2,5
180.72,4,0.0,54.12,3.63,12,4,875,1,1,5
555.06,11,0.0,10.89,27.45,1,4,1837,3,1,5
632.34,9,0.0,56.7,85.05,14,4,871,1,2,5
66.45,5,0.0,1.95,8.56,5,4,3198,1,2,5
444.72,4,0.0,208.92,33.35,1,4,2420,1,1,5
17.88,2,0.0,5.88,0.03,11,4,2234,1,1,5
241.5,5,0.0,28.95,16.73,5,4,1652,1,1,5
116.34,5,0.6,-157.11,7.79,1,4,761,3,1,5
370.02,14,0.0,33.18,109.19,10,3,129,1,2,5
99.252,2,0.1,9.912,6.21,13,2,64,1,1,5
60.6,2,0.0,27.84,7.47,5,2,257,1,1,5
140.22,3,0.0,65.88,13.49,10,4,2333,2,1,5
40.2,5,0.0,16.8,0.96,5,2,193,3,1,5
109.08,2,0.0,52.32,9.28,10,4,648,1,1,5
822.852,2,0.1,246.852,92.78,4,4,64,2,1,5
13.32,2,0.0,1.14,2.72,5,3,1109,3,2,5
83.97,3,0.0,27.63,2.47,5,4,1393,3,1,5
106.05,7,0.0,17.85,6.21,12,4,1629,2,1,5
596.4,8,0.0,101.28,71.07,15,4,1675,3,2,5
38.88,6,0.1,15.12,4.04,8,4,4,2,4,5
141.33,7,0.0,46.62,8.19,10,4,142,1,1,5
757.32,2,0.0,371.04,107.28,16,4,1206,1,2,5
15.795,3,0.5,-8.595,4.77,5,2,2050,3,3,5
953.82,7,0.7,-1557.99,58.39,2,2,761,1,1,5
112.158,2,0.1,14.898,7.12,4,4,1543,2,1,5
626.184,4,0.1,-34.896,36.85,4,4,1489,1,1,5
30.54,1,0.0,14.94,1.43,8,4,575,1,1,5
81.66,2,0.0,13.02,6.08,7,2,1402,3,1,5
1459.68,4,0.0,335.64,103.86,3,4,906,1,1,5
636.06,2,0.0,146.28,29.8,16,4,565,3,1,5
24.96,1,0.5,-8.49,2.14,10,4,1619,2,2,5
47.352,2,0.6,-60.408,0.93,4,4,308,3,1,5
410.346,3,0.1,155.016,51.61,3,4,1593,2,4,5
1078.08,2,0.0,323.4,105.48,9,4,234,1,4,5
50.46,2,0.0,13.08,7.93,7,2,196,1,2,5
116.34,2,0.0,6.96,50.1,1,3,2047,1,3,5
415.44,3,0.0,16.56,38.31,15,4,1384,2,1,5
837.48,7,0.0,418.74,3.93,16,4,2683,2,1,5
151.56,3,0.0,43.92,10.77,10,4,2477,3,1,5
14.49,1,0.0,4.77,1.95,10,4,1408,2,2,5
206.85,7,0.0,1.89,7.45,8,4,623,1,1,5
116.04,4,0.0,12.72,24.67,10,2,1894,1,3,5
25.92,3,0.0,10.08,2.37,11,4,90,2,1,5
200.34,3,0.6,-260.46,7.61,4,4,916,1,1,5
212.52,14,0.0,4.2,19.69,7,4,69,1,2,5
685.44,7,0.0,6.72,38.1,9,4,2302,3,1,5
101.1,2,0.0,-28.15,28.15,5,2,1591,1,3,5
2549.4,4,0.0,280.32,134.48,15,4,986,1,1,5
51.57,5,0.1,17.67,10.36,6,3,64,1,1,5
409.968,1,0.1,13.638,4.92,4,2,2099,3,2,5
25.56,2,0.0,10.98,3.32,5,4,3473,3,4,5
42.96,4,0.0,8.52,13.4,11,2,705,1,3,5
20.82,2,0.0,-0.73,0.73,6,4,1473,3,1,5
59.85,5,0.0,1.05,9.95,6,4,2468,1,2,5
87.84,2,0.0,32.46,3.01,7,4,1461,3,1,5
162.0,3,0.1,-12.6,43.75,9,3,2029,3,2,5
285.66,6,0.0,54.18,1.61,10,4,3441,1,1,5
27.99,1,0.0,9.21,1.99,5,4,2636,1,1,5
12.36,1,0.0,1.23,0.87,5,4,1083,3,1,5
1275.0,2,0.0,357.0,160.05,15,2,818,1,1,5
163.38,2,0.0,13.02,7.28,14,4,2079,3,1,5
805.86,3,0.0,-36.19,36.19,17,3,1384,3,2,5
70.2,3,0.0,21.69,9.14,1,2,1593,3,1,5
53.568,2,0.1,0.588,5.92,13,2,129,1,1,5
1637.01,5,0.1,90.81,329.73,3,1,261,3,2,5
29.1,2,0.0,6.36,3.72,10,3,396,3,2,5
426.972,7,0.15,-50.358,60.99,15,3,1839,1,1,5
74.7,5,0.0,6.6,4.2,5,4,3071,2,1,5
292.95,5,0.0,46.8,19.46,4,4,257,3,2,5
261.468,6,0.1,49.248,29.47,13,4,64,2,2,5
86.94,2,0.0,4.32,16.79,7,3,2684,2,1,5
347.82,11,0.0,142.56,27.62,5,4,477,1,1,5
273.36,4,0.5,-87.48,22.39,15,4,761,3,1,5
373.23,3,0.0,29.79,23.98,3,4,1417,1,1,5
250.65,10,0.5,-145.65,39.83,5,2,811,1,2,5
75.573,3,0.1,19.233,3.23,5,4,64,3,1,5
268.11,9,0.0,96.39,10.35,12,4,1701,1,1,5
332.419,3,0.65,-503.41,33.42,16,4,916,1,1,5
88.47,6,0.5,-51.39,8.96,5,4,1186,1,4,5
33.93,3,0.0,2.97,5.74,10,3,519,1,2,5
89.55,3,0.0,20.52,7.5,10,4,300,2,1,5
73.2,1,0.0,30.72,18.13,15,3,740,1,1,5
336.72,8,0.0,63.84,8.42,8,2,1199,3,1,5
106.08,8,0.0,48.72,10.43,5,4,1730,3,2,5
64.02,2,0.0,30.06,3.77,14,2,1665,3,1,5
23.88,4,0.5,-3.84,0.99,10,4,811,2,1,5
38.52,1,0.0,6.54,3.99,14,2,382,3,1,5
523.908,3,0.1,81.468,29.42,3,2,1730,2,1,5
169.65,5,0.0,69.45,29.06,12,4,654,2,4,5
105.72,5,0.2,27.72,8.5,13,3,4,3,1,5
105.57,5,0.1,28.02,4.64,10,2,4,1,1,5
352.404,4,0.1,66.564,41.38,4,4,1355,3,2,5
228.825,3,0.1,50.805,7.41,9,4,1585,3,1,5
255.744,2,0.1,17.004,13.38,13,4,2495,3,1,5
175.68,6,0.0,79.02,19.95,14,4,308,3,4,5
534.438,3,0.1,231.588,53.73,13,2,98,3,2,5
31.23,3,0.0,12.78,2.7,6,4,1762,1,1,5
79.29,3,0.0,32.49,18.51,13,3,1201,3,2,5
72.612,1,0.4,4.812,3.07,17,4,3111,3,2,5
45.15,5,0.0,22.5,3.9,11,4,78,1,2,5
169.92,2,0.0,73.02,48.6,14,3,2072,1,3,5
65.79,3,0.0,14.4,7.15,7,4,2278,3,1,5
1893.3,5,0.0,927.6,205.01,16,2,598,2,1,5
45.09,1,0.0,22.53,7.86,12,3,1171,1,2,5
303.3,6,0.0,33.3,16.31,5,4,1152,1,1,5
62.325,5,0.5,-56.175,4.2,8,2,3030,1,1,5
88.44,4,0.0,15.84,18.43,10,2,1350,1,3,5
243.0,4,0.0,119.04,41.83,13,3,1579,3,3,5
351.84,8,0.5,-49.44,23.01,4,2,2708,3,1,5
306.81,3,0.0,64.35,26.66,14,4,1543,1,1,5
96.81,7,0.0,35.7,4.65,5,4,2400,3,1,5
1578.64,4,0.1,613.836,161.06,3,4,64,2,1,5
245.94,2,0.0,61.44,29.88,3,3,785,3,2,5
34.74,3,0.0,11.43,3.62,7,4,1941,1,1,5
533.79,6,0.1,148.23,76.45,9,3,227,3,1,5
92.64,2,0.0,24.06,4.66,10,3,1348,2,2,5
43.2,2,0.1,0.96,14.3,13,3,1589,1,3,5
53.55,3,0.0,4.23,6.34,10,4,1407,3,1,5
158.787,1,0.1,-0.003,3.04,4,2,1543,1,1,5
123.579,1,0.1,41.169,10.53,13,4,129,2,1,5
155.85,5,0.0,35.7,15.93,12,4,2751,1,1,5
545.94,6,0.0,114.48,20.08,9,4,2808,3,1,5
40.05,1,0.0,1.98,5.47,8,1,364,2,2,5
262.14,2,0.5,-214.98,44.93,16,3,811,1,3,5
277.263,1,0.1,-0.027,27.94,9,2,99,3,1,5
25.11,3,0.0,9.27,3.9,5,4,2444,1,2,5
25.8,2,0.0,10.02,3.17,5,4,2974,1,2,5
130.2,5,0.0,44.25,40.36,10,1,605,1,2,5
259.05,5,0.0,93.15,46.52,1,4,357,1,2,5
837.0,2,0.1,288.3,62.04,4,4,78,1,1,5
7.62,1,0.0,3.42,0.96,5,4,2904,3,2,5
56.94,2,0.0,27.3,5.23,12,4,157,3,2,5
848.124,2,0.1,367.464,85.69,4,4,314,1,4,5
174.312,4,0.1,32.832,14.34,13,4,2422,1,1,5
87.03,3,0.0,9.54,6.02,10,4,78,1,1,5
143.28,12,0.0,-28.92,28.92,10,3,2536,3,3,5
96.12,6,0.0,3.78,17.51,10,2,545,1,2,5
20.82,2,0.0,7.02,1.24,5,4,600,3,1,5
45.885,7,0.5,-39.585,2.55,5,4,761,3,1,5
101.85,7,0.0,22.26,14.42,10,3,308,1,2,5
37.86,2,0.0,11.34,2.76,1,4,2728,1,1,5
139.8,5,0.0,68.4,27.94,12,4,1964,1,2,5
16.875,5,0.5,-11.925,1.24,11,4,1035,3,1,5
159.192,8,0.1,13.992,21.1,10,4,64,1,4,5
102.675,5,0.5,-2.175,19.28,7,4,1619,1,2,5
190.8,8,0.0,13.2,52.2,1,1,2002,1,2,5
57.87,3,0.0,3.42,5.3,8,4,688,1,1,5
103.38,1,0.0,14.46,8.65,14,4,304,1,2,5
183.735,1,0.1,32.655,36.88,13,3,2337,3,2,5
572.67,3,0.1,178.11,39.38,13,4,823,1,1,5
172.8,4,0.1,44.16,5.21,13,4,304,1,1,5
100.26,2,0.0,21.0,4.54,5,4,26,1,1,5
26.94,2,0.0,4.56,2.36,12,4,242,1,1,5
78.84,9,0.0,36.18,10.86,5,2,1090,1,1,5
47.55,1,0.0,6.18,6.41,13,2,836,2,2,5
1603.07,9,0.1,-0.189,104.92,13,4,1236,3,1,5
196.92,4,0.0,78.72,11.69,5,4,196,1,1,5
339.9,5,0.0,30.45,32.09,15,4,2447,3,2,5
1297.62,9,0.0,64.8,110.57,16,4,139,1,1,5
75.15,3,0.0,4.5,6.81,10,4,445,3,1,5
33.21,3,0.0,10.26,0.48,5,4,3749,2,1,5
40.38,2,0.0,13.32,7.93,10,3,1498,3,1,5
256.23,5,0.1,56.88,28.7,9,3,2540,1,2,5
14.76,1,0.0,2.34,1.12,8,4,1628,3,1,5
67.86,2,0.0,7.44,10.57,12,1,129,1,3,5
1622.56,3,0.15,-268.19,268.19,15,3,384,1,1,5
213.795,3,0.5,-205.245,13.09,16,2,1067,2,2,5
54.432,3,0.1,-3.078,3.41,13,4,2489,3,1,5
308.22,2,0.5,-240.42,16.53,17,4,761,1,1,5
1207.08,4,0.0,36.12,100.36,17,4,829,2,1,5
896.025,5,0.5,-35.925,15.83,16,4,2964,1,1,5
46.98,4,0.5,-11.34,3.27,8,4,760,3,1,5
238.5,6,0.0,7.02,24.73,14,4,99,3,2,5
59.46,2,0.0,15.42,5.73,12,2,1031,1,2,5
20.4,5,0.5,-1.35,1.3,5,4,347,1,1,5
72.6,5,0.0,2.85,3.42,5,4,1363,1,1,5
256.35,5,0.0,89.7,17.87,5,4,1739,1,1,5
12.87,1,0.0,5.4,1.33,11,4,1194,1,4,5
168.93,3,0.5,0.0,3.7,14,4,761,3,2,5
98.46,2,0.0,39.36,12.16,5,2,2695,1,1,5
24.72,2,0.0,2.46,2.72,5,4,2766,3,4,5
1964.25,6,0.1,21.69,237.78,3,4,469,2,4,5
1269.84,11,0.0,545.82,80.65,17,2,1543,3,1,5
557.047,5,0.15,-26.3025,39.22,15,4,91,2,1,5
52.98,2,0.0,5.82,8.58,8,2,2853,1,2,5
54.78,2,0.0,-4.11,4.11,8,4,3500,2,1,5
53.55,3,0.0,4.23,3.49,10,4,648,1,1,5
10.26,2,0.5,-8.22,1.41,11,2,95,1,1,5
175.608,4,0.1,56.568,18.91,17,4,129,2,2,5
53.16,4,0.0,-4.66,4.66,11,4,234,1,1,5
749.07,7,0.0,179.76,85.46,1,4,129,1,4,5
468.72,7,0.5,-103.32,83.29,4,2,347,1,2,5
53.55,3,0.0,4.23,6.94,10,4,2447,2,1,5
84.9,10,0.5,-5.1,10.93,13,4,3165,2,4,5
52.983,3,0.3,-4.617,0.58,1,2,2203,1,1,5
484.596,4,0.1,199.116,14.62,13,4,403,1,1,5
15.66,1,0.0,0.3,1.43,12,4,1661,2,1,5
86.256,4,0.6,-81.984,7.93,4,3,2997,1,2,5
9.234,1,0.1,1.614,0.89,13,4,652,1,2,5
112.32,8,0.0,6.72,10.01,6,4,2353,2,1,5
299.052,4,0.1,116.292,60.82,9,1,1844,1,1,5
1145.34,6,0.1,356.22,57.48,13,4,1797,1,1,5
28.53,3,0.0,2.25,1.58,8,4,1477,3,1,5
84.9,5,0.0,32.25,11.32,12,3,1628,2,2,5
80.244,6,0.4,10.584,8.35,13,4,2566,1,1,5
550.08,3,0.0,82.44,40.75,15,4,1549,3,1,5
103.68,1,0.5,-68.43,9.5,13,2,1397,1,1,5
62.34,2,0.0,8.7,14.2,13,1,2348,1,3,5
1715.91,7,0.0,308.7,105.62,14,4,1224,2,1,5
112.212,4,0.1,4.932,11.42,13,4,1331,1,2,5
192.78,6,0.0,96.3,31.3,10,2,1949,2,2,5
30.51,1,0.0,13.11,2.06,14,3,78,1,1,5
229.5,6,0.0,20.52,8.57,8,4,888,3,1,5
58.74,2,0.0,20.52,6.51,5,4,1601,2,1,5
318.888,3,0.2,35.838,22.05,4,4,2735,2,2,5
136.944,4,0.1,54.744,27.53,9,3,98,3,1,5
290.73,11,0.0,119.13,12.71,13,4,1573,2,1,5
141.15,5,0.0,0.0,17.78,5,3,915,3,3,5
911.358,7,0.1,202.398,81.56,4,2,728,1,1,5
204.084,2,0.4,-20.436,11.22,17,2,1348,1,1,5
54.18,6,0.0,27.0,7.51,11,3,1107,1,2,5
27.39,1,0.0,9.03,4.1,8,1,196,1,1,5
831.789,3,0.1,-0.081,119.53,9,4,1024,1,1,5
89.73,3,0.0,35.82,3.38,5,4,1661,3,1,5
41.4,4,0.0,14.88,1.6,11,4,647,3,1,5
53.217,3,0.1,-2.403,8.31,13,4,1681,3,2,5
215.64,4,0.0,47.4,23.08,4,4,1405,3,2,5
77.4,5,0.0,13.05,6.68,10,4,2063,1,1,5
1270.41,5,0.15,433.41,71.39,17,4,907,1,1,5
1856.34,6,0.0,-305.25,305.25,9,2,308,1,3,5
379.53,3,0.0,159.39,64.53,3,3,1779,3,2,5
58.275,7,0.5,-25.725,6.25,5,4,3012,1,1,5
40.635,1,0.1,10.365,5.41,4,4,64,1,2,5
86.4,3,0.4,8.64,18.85,13,3,308,1,1,5
171.0,6,0.0,17.1,13.05,12,4,838,3,1,5
22.68,2,0.0,-1.59,1.59,11,1,196,2,2,5
88.83,3,0.0,36.36,8.79,7,2,1142,1,1,5
314.46,6,0.0,21.96,28.16,17,4,575,2,1,5
53.28,2,0.0,12.24,5.03,12,4,3258,1,1,5
204.12,9,0.1,47.52,11.38,1,2,4,1,1,5
615.15,5,0.0,24.6,45.28,17,4,196,3,1,5
69.6,4,0.0,6.24,5.22,10,4,989,2,1,5
228.75,5,0.0,105.15,33.9,10,2,1220,3,1,5
57.6,4,0.0,2.88,1.43,5,2,2790,1,1,5
119.55,5,0.0,26.25,9.81,7,4,2279,2,1,5
10.71,3,0.5,-2.43,0.88,11,4,1176,1,1,5
221.4,4,0.0,35.4,12.85,14,4,2170,1,1,5
488.16,4,0.0,112.2,134.29,3,3,988,3,2,5
321.75,5,0.5,-193.05,24.76,16,4,1890,1,1,5
163.62,3,0.0,78.48,12.04,10,4,909,1,1,5
210.36,4,0.0,50.4,15.13,5,4,1795,3,1,5
73.44,3,0.5,-7.38,1.43,13,4,3262,1,1,5
95.04,4,0.1,42.24,5.29,13,3,909,1,2,5
577.665,5,0.1,-67.72,67.72,13,2,1211,2,1,5
496.332,4,0.15,175.092,20.34,15,4,193,1,1,5
92.64,2,0.0,24.06,8.37,10,4,152,2,2,5
204.96,7,0.0,-19.13,19.13,14,4,1155,1,1,5
131.85,5,0.0,26.25,6.06,12,2,2290,1,1,5
144.42,1,0.0,23.1,7.98,15,4,3300,3,1,5
737.91,6,0.1,-204.65,204.65,15,3,64,1,3,5
109.8,4,0.0,30.72,11.55,5,2,300,2,2,5
268.5,5,0.0,21.45,7.16,10,4,932,1,1,5
498.36,5,0.2,56.01,28.42,3,4,4,2,1,5
380.1,1,0.0,22.8,22.48,16,4,445,1,1,5
63.9,2,0.0,23.64,8.46,5,2,2943,1,1,5
59.82,4,0.5,-12.06,5.87,5,4,761,3,1,5
2456.62,11,0.15,664.719,442.49,17,4,142,3,4,5
128.37,1,0.0,55.17,0.2,13,1,196,2,1,5
100.125,5,0.5,-90.225,28.54,8,3,731,1,2,5
145.44,3,0.0,18.9,6.83,13,4,746,1,1,5
229.446,2,0.1,-9.56,9.56,13,4,3223,3,2,5
21.06,3,0.0,10.53,1.86,5,4,1543,1,1,5
1107.43,3,0.2,-263.088,82.7,4,2,1083,3,1,5
29.55,1,0.0,0.27,3.05,8,4,3119,1,4,5
1488.24,3,0.0,372.06,65.54,9,4,1761,1,1,5
9.72,1,0.1,1.71,2.23,13,1,129,3,3,5
1621.93,5,0.15,95.3775,109.83,16,4,1182,3,1,5
206.43,7,0.0,43.26,15.62,5,4,1828,3,1,5
162.54,6,0.0,37.26,12.94,14,4,2690,1,1,5
177.48,4,0.0,40.8,19.36,7,4,2834,1,1,5
70.434,2,0.3,-27.186,0.97,1,3,22,1,3,5
309.84,4,0.0,12.36,23.91,9,4,304,3,1,5
31.2,1,0.0,4.05,3.48,12,4,39,3,1,5
44.22,2,0.0,7.92,4.91,10,4,1546,1,1,5
40.26,2,0.0,10.44,11.4,10,3,3142,1,3,5
63.0,4,0.0,28.32,4.51,8,4,3264,3,1,5
65.79,3,0.0,14.4,4.72,7,4,2432,2,1,5
27.648,1,0.1,-0.642,1.15,13,4,1144,1,1,5
26.37,3,0.0,9.99,1.71,6,4,3660,3,1,5
62.4,2,0.0,8.1,9.37,12,1,469,1,1,5
158.58,6,0.0,64.98,9.62,13,4,2410,1,1,5
108.594,1,0.1,28.944,7.59,17,4,375,3,1,5
17.82,2,0.0,3.18,6.22,5,3,3066,1,3,5
299.16,6,0.0,0.0,23.47,10,4,2687,1,1,5
198.24,8,0.0,63.36,62.4,10,3,1244,3,2,5
61.83,5,0.1,16.38,3.11,12,4,64,3,1,5
93.51,3,0.0,21.42,28.62,12,3,1061,1,3,5
78.75,5,0.0,35.4,12.46,8,4,3102,1,2,5
4.08,1,0.5,-2.94,0.26,11,4,761,3,1,5
210.0,7,0.0,39.9,15.94,7,4,152,1,1,5
52.08,2,0.0,17.7,19.28,10,3,129,3,3,5
23.55,1,0.0,4.47,1.85,8,4,1633,3,2,5
23.16,4,0.0,6.24,5.88,5,3,734,1,3,5
212.85,3,0.5,-144.81,26.58,3,2,2466,1,1,5
44.16,4,0.0,6.6,0.77,6,4,129,2,1,5
13.86,1,0.0,3.3,3.77,6,3,1739,1,2,5
118.44,4,0.0,-20.37,20.37,10,2,1836,1,3,5
264.06,6,0.1,-20.7,30.34,13,2,304,2,2,5
916.272,6,0.1,81.432,78.86,15,4,688,3,1,5
14.97,2,0.5,-4.23,0.93,10,2,1192,2,1,5
112.32,8,0.0,-16.03,16.03,6,2,1990,1,1,5
1741.8,4,0.0,261.24,84.68,3,4,1488,1,1,5
81.69,1,0.0,6.51,11.24,14,3,196,1,2,5
16.56,1,0.0,0.99,1.32,13,4,983,1,1,5
306.342,2,0.1,20.382,21.19,3,4,1252,1,1,5
46.92,2,0.0,15.9,6.1,10,4,737,1,1,5
15.615,3,0.5,-5.085,0.9,5,4,3517,3,2,5
284.07,2,0.15,100.23,27.46,17,4,69,3,1,5
93.0,4,0.0,17.64,2.37,10,2,575,1,1,5
315.981,3,0.1,49.131,7.79,17,4,64,1,1,5
1058.1,5,0.0,73.95,116.59,13,4,1031,1,1,5
46.44,3,0.0,7.83,2.41,10,4,1973,1,1,5
26.94,1,0.0,12.39,1.02,10,4,545,2,1,5
1582.11,6,0.5,-443.07,55.39,9,2,761,1,1,5
150.6,5,0.0,28.5,16.75,5,2,318,3,2,5
244.2,5,0.0,-74.11,74.11,5,3,1583,3,2,5
35.85,1,0.0,5.01,2.1,8,4,790,2,1,5
210.78,3,0.0,18.9,24.88,14,2,2642,2,2,5
106.8,4,0.0,29.88,16.48,10,4,652,1,4,5
68.04,4,0.0,28.56,3.34,10,2,2695,3,1,5
28.89,3,0.4,-14.49,3.03,13,3,308,2,1,5
18.18,1,0.0,5.25,1.45,8,3,3198,2,1,5
100.764,4,0.1,25.644,6.17,5,4,4,3,1,5
51.63,1,0.0,-4.22,4.22,10,4,1552,3,1,5
120.888,3,0.2,-16.632,9.82,1,4,205,1,4,5
19.77,1,0.0,9.87,1.0,6,4,1303,3,1,5
48.42,1,0.6,-21.81,4.65,3,2,1186,1,2,5
784.782,2,0.1,270.282,65.69,3,4,1473,3,1,5
53.217,3,0.1,-2.403,10.29,13,2,823,1,3,5
135.945,5,0.1,-26.53,26.53,10,2,4,1,2,5
15.615,3,0.5,-2.835,1.57,6,2,3030,1,1,5
1334.64,8,0.0,373.68,133.84,15,4,254,1,1,5
86.535,5,0.1,-3.915,8.68,7,4,64,1,4,5
268.92,3,0.1,110.52,28.33,9,4,2553,3,1,5
85.644,4,0.1,-0.036,15.76,12,4,64,1,2,5
176.4,7,0.0,84.63,10.74,12,4,1537,2,1,5
169.5,2,0.0,50.82,17.4,9,4,2905,3,1,5
336.48,2,0.0,114.36,22.63,16,4,1930,1,1,5
146.79,6,0.5,-0.09,9.1,10,4,916,3,1,5
54.0,2,0.0,4.86,5.17,8,1,196,1,3,5
126.72,6,0.2,-8.53,8.53,13,4,4,2,1,5
529.98,2,0.0,238.44,36.26,17,4,445,1,1,5
44.1,2,0.0,7.92,12.33,10,3,196,1,3,5
907.416,8,0.1,110.856,42.91,3,4,2199,1,1,5
60.0,4,0.5,-37.2,11.54,7,2,731,3,2,5
73.944,3,0.6,-31.446,3.24,4,2,477,1,1,5
1076.41,4,0.15,-38.034,21.79,16,4,424,2,1,5
201.48,4,0.0,18.12,11.63,1,2,1083,1,1,5
41.49,3,0.0,6.57,4.57,7,4,887,2,2,5
110.64,8,0.0,40.8,3.01,5,3,1828,2,1,5
57.87,3,0.0,23.13,8.86,6,2,2946,1,2,5
189.225,1,0.5,-155.175,42.15,16,3,805,3,2,5
355.11,7,0.0,113.61,43.33,10,1,78,1,2,5
2036.81,9,0.15,359.302,263.82,17,3,392,3,1,5
31.68,2,0.0,2.52,2.04,5,4,565,1,1,5
83.088,4,0.6,-87.312,7.33,4,4,916,1,1,5
185.28,4,0.0,48.12,11.09,10,4,1828,1,1,5
43.29,3,0.0,3.87,3.74,6,2,2233,3,1,5
329.67,3,0.0,125.19,43.14,1,2,400,3,2,5
141.678,2,0.15,-9.3,9.3,17,4,2543,3,1,5
465.24,4,0.0,139.56,96.59,14,2,78,3,2,5
21.825,3,0.5,-12.285,7.17,10,3,761,2,3,5
33.36,2,0.0,0.96,8.45,12,1,983,1,2,5
184.14,6,0.0,84.6,30.68,12,2,1031,3,2,5
245.484,2,0.1,29.964,47.6,13,2,575,3,2,5
122.49,1,0.4,-28.59,13.21,13,3,2351,1,3,5
37.8,1,0.0,18.12,4.16,7,2,56,3,2,5
74.34,3,0.0,-3.86,3.86,10,2,2536,3,1,5
683.578,11,0.15,-24.2715,100.32,15,1,78,1,3,5
121.932,2,0.1,-8.148,5.2,9,4,1199,3,1,5
157.59,3,0.0,28.35,7.92,12,4,1593,3,1,5
88.74,3,0.0,15.03,9.33,5,4,2806,2,4,5
62.64,4,0.1,-0.72,2.62,10,4,4,1,1,5
15.12,3,0.0,2.52,1.26,11,2,1236,1,1,5
861.408,8,0.1,382.848,147.45,16,2,64,1,2,5
8.76,1,0.0,4.02,0.77,5,4,868,1,1,5
79.29,1,0.0,10.29,3.61,14,3,2161,3,2,5
16.02,3,0.0,6.48,1.91,5,4,1828,3,4,5
67.14,6,0.0,17.28,6.77,5,4,871,1,1,5
350.88,8,0.0,24.48,13.55,1,4,1061,3,1,5
82.704,2,0.2,12.384,5.17,4,2,2453,1,2,5
66.51,3,0.0,0.0,6.42,1,4,1949,3,1,5
236.79,9,0.5,-146.88,34.94,10,2,2117,1,1,5
207.432,3,0.6,-285.228,19.62,3,4,916,3,2,5
551.61,5,0.1,165.36,77.3,3,4,1589,1,2,5
133.29,3,0.0,43.92,10.92,10,4,1591,1,1,5
1136.33,7,0.15,-53.529,23.02,16,1,2707,1,1,5
29.88,2,0.0,2.64,2.31,5,4,2902,2,1,5
127.008,7,0.1,-7.182,17.47,13,4,2782,1,4,5
88.2,3,0.0,18.45,14.53,14,4,1395,2,2,5
109.92,2,0.0,38.46,17.77,10,3,360,1,1,5
175.725,3,0.5,-151.155,12.02,17,4,2406,3,1,5
32.22,2,0.0,10.62,8.54,6,2,928,1,3,5
102.54,2,0.0,35.88,7.39,5,2,1413,3,1,5
109.62,6,0.0,21.78,5.55,6,4,3405,1,1,5
52.2,3,0.0,4.68,2.54,10,4,3606,1,1,5
22.47,1,0.0,-7.24,7.24,10,1,1990,2,3,5
174.51,7,0.0,8.61,6.55,8,1,1920,1,1,5
39.57,1,0.0,15.03,2.29,8,4,2125,3,1,5
50.7,2,0.0,22.8,4.06,1,4,26,2,1,5
119.61,3,0.5,-40.68,7.74,15,4,2267,1,1,5
93.42,2,0.0,14.94,8.16,14,4,687,2,4,5
44.94,2,0.0,0.0,4.22,10,2,2405,1,1,5
715.89,7,0.0,150.15,53.03,14,4,196,3,2,5
487.62,6,0.0,-7.16,7.16,14,4,196,3,2,5
183.0,4,0.0,84.12,42.01,10,2,96,1,3,5
134.4,5,0.0,30.9,22.96,13,2,177,1,2,5
20.13,1,0.0,4.02,1.15,1,4,396,3,1,5
44.82,3,0.0,3.96,4.18,5,2,2110,2,2,5
24.45,2,0.5,-24.45,2.51,13,4,2964,2,1,5
138.39,7,0.0,57.96,4.58,10,3,1090,1,1,5
57.6,3,0.0,13.23,1.95,10,3,3647,3,2,5
46.26,3,0.0,3.15,3.11,7,4,3203,3,1,5
17.04,2,0.0,8.16,2.29,8,4,557,1,2,5
747.405,3,0.5,-269.145,75.44,9,4,929,1,1,5
29.988,2,0.4,-4.512,1.01,1,2,64,1,1,5
1244.19,7,0.1,-13.923,56.69,13,4,445,1,2,5
51.78,1,0.0,-4.55,4.55,5,3,692,1,1,5
54.6,4,0.0,17.4,13.8,6,1,3048,1,1,5
599.4,5,0.1,-54.5,54.5,13,4,78,2,1,5
172.692,4,0.1,15.252,9.9,13,4,586,2,2,5
177.12,8,0.0,10.56,1.21,7,2,1914,1,1,5
227.34,5,0.1,47.94,77.7,10,1,4,3,3,5
17.04,2,0.0,8.16,3.15,8,4,686,3,2,5
16.08,2,0.0,6.72,0.7,5,4,1894,1,1,5
